income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,outcome_profit,outcome_damage_inc,outcome_damage_amount
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,5.0,0.0,39409.0,64.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,103.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,2084.25,0,0.0
461.0,832.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,0.0,0.0,28760.0,48.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,444.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,2173.52,0,0.0
243.0,2.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,3.0,0.0,30091.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,97.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2398.13,1,439.31
473.0,80.0,2352.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,7.0,False,4.0,0.0,34086.0,74.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,148.0,0.0,0.0,0.0,19.0,1,0.0,0.0,1.0,0.0,1794.99,0,0.0
2992.0,1160.0,2552.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,1.0,True,4.0,0.0,36796.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,96.0,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,1221.28,0,0.0
457.0,0.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,5.0,0.0,32608.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,1603.26,0,0.0
561.0,10.0,1679.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,9.0,True,2.0,0.0,46436.0,63.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,19.0,0,0.0,0.0,1.0,0.0,712.2,1,330.94
4606.0,1837.0,2267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,8.0,0.0,26587.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,150.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2603.63,0,0.0
2282.0,1738.0,3476.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,0.0,0.0,27802.0,54.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,487.0,0.0,1.0,0.0,66.0,0,0.0,0.0,0.0,0.0,2055.66,0,0.0
5796.0,2244.0,4712.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,8.0,False,1.0,0.0,33583.0,61.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,408.0,0.0,0.0,0.0,26.0,1,0.0,0.0,1.0,0.0,1228.32,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,1.0,0.0,26950.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,1778.99,0,0.0
712.0,156.0,2049.0,0.0,0.0,7500.0,0.0,0.0,1.0,0.0,0.0,9.0,True,9.0,0.0,26494.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1455.58,0,0.0
256.0,10.0,1675.0,0.0,0.0,750.0,0.0,0.0,1.0,1.0,0.0,0.0,True,7.0,0.0,35699.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,197.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1446.99,0,0.0
774.0,0.0,5206.0,0.0,1.0,3500.0,1.0,0.0,1.0,1.0,0.0,8.0,True,5.0,1.0,28132.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,264.0,0.0,1.0,0.0,64.0,0,0.0,0.0,0.0,0.0,1738.52,0,0.0
227.0,0.0,1985.0,0.0,0.0,1500.0,0.0,0.0,1.0,1.0,0.0,10.0,True,8.0,0.0,31857.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,171.0,0.0,0.0,0.0,51.0,0,0.0,0.0,0.0,0.0,1332.94,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,6.0,0.0,25237.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,292.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1200.58,0,0.0
1006.0,1128.5,2257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,0.0,0.0,31990.0,42.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,338.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,2081.73,0,0.0
318.0,0.0,2764.0,0.0,0.0,5000.0,0.0,0.0,1.0,1.0,0.0,5.0,False,10.0,0.0,34464.0,45.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,226.0,0.0,3.0,0.0,82.0,0,0.0,0.0,0.0,0.0,2361.52,1,901.02
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,2.0,0.0,33429.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,271.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,3152.38,0,0.0
227.0,0.0,1646.0,0.0,0.0,2500.0,0.0,0.0,1.0,0.0,0.0,5.0,True,3.0,0.0,27692.0,61.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,14.0,1,0.0,0.0,0.0,0.0,616.43,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,6.0,0.0,30790.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,271.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1621.78,0,0.0
7170.0,724.0,4131.0,0.0,0.0,3500.0,0.0,0.0,1.0,0.0,0.0,3.0,True,2.0,0.0,35015.0,61.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,550.0,0.0,0.0,0.0,4.0,0,5823.155252181915,1.0,1.0,0.0,4293.32,0,0.0
850.0,261.0,1702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,9.0,0.0,38134.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,287.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,2016.43,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,1.0,0.0,37570.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,271.0,0.0,1.0,1734.0,4.0,0,0.0,0.0,0.0,0.0,1955.41,0,0.0
252.0,822.0,1644.0,0.0,0.0,2500.0,0.0,1.0,1.0,0.0,0.0,1.0,True,0.0,0.0,25488.0,59.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,350.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,3028.53,0,0.0
229.0,0.0,1889.0,0.0,0.0,8000.0,0.0,0.0,1.0,1.0,0.0,2.0,False,4.0,0.0,27764.0,43.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,126.0,0.0,0.0,0.0,55.0,1,0.0,0.0,0.0,0.0,1803.28,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,True,1.0,0.0,29671.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,271.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,940.31,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,8.0,0.0,27807.0,81.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,407.0,0.0,0.0,0.0,40.0,1,0.0,0.0,0.0,0.0,784.79,0,0.0
1105.0,334.0,1883.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,8.0,True,7.0,0.0,30950.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,474.0,0.0,0.0,0.0,95.0,0,0.0,0.0,0.0,0.0,2019.54,0,0.0
709.0,0.0,1800.0,0.0,0.0,8000.0,0.0,0.0,1.0,0.0,0.0,3.0,True,2.0,0.0,32235.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,175.0,0.0,0.0,0.0,33.0,1,0.0,0.0,0.0,0.0,1467.25,0,0.0
4294.0,1252.0,2656.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,0.0,9.0,True,5.0,0.0,33511.0,29.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,242.0,0.0,0.0,0.0,13.0,1,955.3325706255868,1.0,0.0,0.0,1451.65,1,1569.26
228.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,True,7.0,0.0,37295.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,2010.97,1,1946.57
246.0,2.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,4.0,1.0,29697.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,331.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1915.83,0,0.0
289.0,0.0,1719.0,0.0,0.0,2500.0,0.0,1.0,1.0,0.0,0.0,9.0,False,8.0,0.0,30949.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,105.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1985.34,1,611.41
278.0,20.0,1674.0,0.0,0.0,4000.0,0.0,0.0,1.0,1.0,0.0,6.0,True,6.0,0.0,24624.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,144.0,0.0,0.0,0.0,37.0,1,0.0,0.0,0.0,0.0,1248.37,0,0.0
255.0,2.0,1659.0,0.0,0.0,3000.0,0.0,0.0,1.0,0.0,0.0,8.0,True,6.0,0.0,28061.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,183.0,0.0,0.0,0.0,8.0,1,0.0,0.0,0.0,0.0,978.76,0,0.0
234.0,0.0,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,2.0,0.0,39293.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,129.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,3545.69,0,0.0
1774.0,1267.5,2535.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,True,0.0,1.0,26329.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,213.0,0.0,0.0,0.0,2.0,0,2785.78553090224,1.0,0.0,0.0,2485.94,0,0.0
241.0,0.0,1624.0,0.0,0.0,4500.0,0.0,0.0,0.0,1.0,0.0,5.0,True,0.0,0.0,32749.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,338.0,0.0,0.0,0.0,40.0,1,0.0,0.0,0.0,0.0,1804.87,0,0.0
608.0,838.5,1677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,7.0,0.0,30028.0,16.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,179.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1317.04,0,0.0
8723.0,188.0,14226.0,0.0,0.0,9000.0,1.0,1.0,1.0,1.0,0.0,14.0,True,13.0,0.0,34121.0,61.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,415.0,0.0,2.0,0.0,111.0,0,0.0,0.0,1.0,1.0,2613.79,0,0.0
268.0,0.0,1661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,1.0,1.0,28815.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,135.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1314.52,0,0.0
1776.0,651.0,1876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,0.0,0.0,33656.0,60.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,587.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,3777.81,0,0.0
5704.0,17.0,8736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,4.0,0.0,34806.0,76.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,527.0,0.0,0.0,0.0,66.0,1,0.0,0.0,0.0,1.0,1145.82,1,803.56
1681.0,611.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,9.0,0.0,43957.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,162.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1981.49,0,0.0
227.0,842.0,1684.0,30.0,2.0,6500.0,0.0,0.0,1.0,1.0,0.0,11.0,False,10.0,1.0,33672.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,127.0,0.0,0.0,0.0,24.0,0,0.0,0.0,0.0,0.0,1320.63,0,0.0
2491.0,12776.5,25553.0,440.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,9.0,0.0,32163.0,45.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,2.0,575.0,0.0,0.0,0.0,72.0,0,3969.192213367721,1.0,0.0,0.0,2752.34,1,612.1
1583.0,83.0,2478.0,0.0,0.0,3000.0,0.0,0.0,1.0,1.0,0.0,3.0,False,4.0,0.0,31806.0,57.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,506.0,0.0,0.0,0.0,64.0,0,0.0,0.0,0.0,0.0,2192.23,0,0.0
296.0,816.0,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,7.0,0.0,23273.0,41.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,70.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,1805.23,0,0.0
788.0,179.0,1732.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,9.0,True,6.0,0.0,27140.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,150.0,0.0,0.0,0.0,17.0,1,0.0,0.0,1.0,0.0,1482.62,0,0.0
274.0,0.0,1692.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,4.0,True,4.0,0.0,28741.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,86.0,0.0,0.0,0.0,23.0,0,0.0,0.0,0.0,0.0,1887.61,1,560.34
228.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,True,5.0,0.0,28740.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1745.95,1,493.04
887.0,1690.0,3380.0,0.0,0.0,5000.0,0.0,0.0,1.0,1.0,0.0,14.0,False,11.0,0.0,27908.0,45.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,262.0,0.0,0.0,0.0,16.0,1,2835.575818890354,1.0,0.0,0.0,1393.55,1,1000.92
25777.0,232.0,28276.0,0.0,0.0,12000.0,0.0,1.0,1.0,1.0,0.0,5.0,True,43.0,0.0,25687.0,53.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,248.0,0.0,0.0,0.0,168.0,0,0.0,0.0,0.0,0.0,760.07,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,9.0,0.0,29939.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,1655.12,1,609.6
474.0,1044.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,8.0,1.0,29911.0,77.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,19.0,0,0.0,0.0,1.0,0.0,1014.57,1,672.61
234.0,0.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,0.0,0.0,37684.0,76.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,160.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,1282.34,0,0.0
284.0,0.0,1633.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,7.0,True,2.0,0.0,38797.0,62.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,350.0,0.0,0.0,0.0,45.0,1,0.0,0.0,1.0,0.0,1518.6,0,0.0
539.0,1177.5,2355.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,2.0,True,7.0,0.0,35882.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,350.0,0.0,0.0,0.0,59.0,0,0.0,0.0,0.0,0.0,1888.44,0,0.0
392.0,0.0,15981.0,2330.0,1.0,3000.0,0.0,0.0,0.0,0.0,0.0,11.0,True,5.0,0.0,28572.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,384.0,0.0,2.0,0.0,4.0,0,0.0,0.0,1.0,0.0,7035.1,1,1440.68
1798.0,931.0,1862.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,3.0,True,6.0,0.0,30966.0,61.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,405.0,0.0,0.0,0.0,63.0,1,0.0,0.0,0.0,0.0,1601.96,1,663.36
1470.0,522.0,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,9.0,0.0,34580.0,84.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,1698.91,0,0.0
3076.0,1012.0,2563.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,True,4.0,0.0,28283.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,122.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,1622.68,0,0.0
235.0,3.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,3.0,0.0,31471.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,164.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1676.51,0,0.0
3950.0,27.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,2.0,0.0,33268.0,69.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,178.0,0.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,1321.59,0,0.0
250.0,0.0,1647.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,4.0,True,3.0,0.0,28865.0,68.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,469.0,0.0,0.0,0.0,3.0,0,0.0,0.0,1.0,0.0,1439.64,0,0.0
330.0,16.0,8531.0,2012.0,3.0,8000.0,0.0,0.0,1.0,1.0,0.0,10.0,True,3.0,1.0,38195.0,39.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,227.0,0.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,1271.97,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,7.0,0.0,42801.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,271.0,0.0,3.0,6453.0,2.0,0,0.0,0.0,0.0,0.0,2189.35,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,4.0,0.0,29642.0,42.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,78.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,2725.01,1,992.3
10732.0,4416.0,3347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,8.0,0.0,41152.0,48.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,668.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,3476.76,1,1124.95
12480.0,107.0,17713.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,6.0,True,8.0,0.0,35771.0,74.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,544.0,0.0,0.0,0.0,21.0,0,0.0,0.0,1.0,1.0,1570.58,0,0.0
2315.0,814.0,2474.0,0.0,0.0,3500.0,0.0,0.0,1.0,0.0,0.0,5.0,False,4.0,0.0,25856.0,68.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,0.0,0.0,0.0,56.0,0,0.0,0.0,1.0,0.0,834.95,0,0.0
5231.0,662.0,12196.0,0.0,0.0,2500.0,0.0,1.0,0.0,0.0,0.0,7.0,True,7.0,1.0,32345.0,53.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,54.0,0.0,0.0,0.0,43.0,1,7996.066209617276,1.0,0.0,0.0,1648.06,1,418.49
276.0,0.0,1656.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,3.0,False,4.0,0.0,32807.0,65.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,37.0,1,0.0,0.0,1.0,0.0,1517.29,0,0.0
229.0,856.0,1712.0,0.0,0.0,6500.0,0.0,0.0,1.0,0.0,0.0,1.0,False,9.0,0.0,38140.0,35.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,110.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,3086.52,0,0.0
252.0,10.0,2529.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,7.0,True,4.0,0.0,27158.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,365.0,0.0,0.0,0.0,31.0,1,0.0,0.0,0.0,0.0,1401.22,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,5.0,1.0,35563.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,271.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1347.27,0,0.0
3160.0,149.0,3784.0,0.0,0.0,3000.0,0.0,0.0,0.0,1.0,0.0,8.0,True,0.0,0.0,23532.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,368.0,0.0,0.0,0.0,25.0,1,9599.539597585526,1.0,0.0,0.0,2719.91,0,0.0
331.0,0.0,1672.0,0.0,0.0,750.0,0.0,0.0,1.0,0.0,0.0,6.0,True,8.0,0.0,37755.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,252.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,2130.13,0,0.0
280.0,0.0,2852.0,756.0,1.0,5000.0,0.0,0.0,1.0,0.0,0.0,8.0,True,1.0,1.0,22358.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,417.0,0.0,1.0,0.0,83.0,0,0.0,0.0,0.0,0.0,1593.91,0,0.0
5143.0,2843.5,5687.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,7.0,0.0,29611.0,77.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,671.0,0.0,2.0,0.0,17.0,0,0.0,0.0,1.0,1.0,2335.01,0,0.0
227.0,0.0,1620.0,405.0,2.0,8500.0,0.0,0.0,1.0,0.0,0.0,12.0,True,13.0,0.0,35693.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,207.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1722.36,1,1071.82
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,0.0,0.0,28743.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,1226.0,0,0.0
3366.0,2313.5,4627.0,0.0,0.0,6500.0,0.0,1.0,0.0,0.0,0.0,3.0,True,1.0,0.0,30750.0,54.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,491.0,0.0,0.0,0.0,57.0,1,5762.52316727075,1.0,0.0,0.0,1401.48,0,0.0
306.0,994.5,1989.0,0.0,0.0,3000.0,0.0,0.0,1.0,0.0,0.0,10.0,True,13.0,0.0,22398.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,102.0,0.0,0.0,0.0,18.0,0,0.0,0.0,0.0,0.0,1030.32,1,466.73
227.0,0.0,1620.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,3.0,False,2.0,0.0,26988.0,37.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,393.0,0.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,2113.67,0,0.0
