income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,True,6.0,0.0,34281.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,209.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
234.0,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,2.0,0.0,26606.0,50.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,671.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
1797.0,955.5,1911.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,9.0,False,5.0,0.0,32155.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,245.0,0.0,0.0,0.0,69.0,1,0.0,0.0,0.0,0.0
640.0,0.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,4.0,0.0,33665.0,54.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,443.0,0.0,1.0,199.0,2.0,1,0.0,0.0,0.0,0.0
229.0,0.0,1663.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,8.0,True,1.0,0.0,32509.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,371.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
5565.0,5516.5,11033.0,0.0,1.0,15000.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9.0,1.0,39366.0,35.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,333.0,0.0,0.0,0.0,21.0,1,3189.8800669454595,1.0,0.0,1.0
227.0,0.0,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,3.0,0.0,32155.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,221.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
1492.0,429.0,8191.0,1774.0,3.0,13000.0,0.0,0.0,1.0,1.0,0.0,8.0,True,12.0,1.0,39747.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,408.0,0.0,0.0,0.0,26.0,0,0.0,0.0,0.0,0.0
6766.0,3995.0,3995.0,207.0,1.0,13000.0,0.0,0.0,0.0,1.0,0.0,9.0,True,3.0,1.0,31305.0,44.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,325.0,0.0,0.0,0.0,74.0,0,0.0,0.0,0.0,0.0
122993.0,6030.0,42142.0,0.0,0.0,5000.0,0.0,1.0,0.0,1.0,0.0,5.0,True,6.0,0.0,56332.0,61.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,357.0,0.0,0.0,0.0,30.0,0,0.0,0.0,1.0,0.0
387.0,7.0,1760.0,0.0,0.0,750.0,0.0,0.0,1.0,1.0,0.0,2.0,True,7.0,0.0,35756.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,210.0,0.0,0.0,0.0,38.0,1,0.0,0.0,0.0,0.0
272.0,19.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,8.0,0.0,33399.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,55.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
884.0,0.0,2907.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,4.0,True,4.0,1.0,26306.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,324.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
6174.0,5673.5,11347.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,5.0,True,8.0,0.0,43934.0,73.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,551.0,0.0,0.0,0.0,21.0,1,0.0,0.0,1.0,0.0
2613.0,906.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,9.0,0.0,33770.0,71.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,122.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,7.0,0.0,26510.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,273.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,2.0,1.0,41523.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,7.0,True,2.0,0.0,35419.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,671.0,0.0,0.0,0.0,39.0,1,0.0,0.0,1.0,0.0
227.0,0.0,1620.0,1531.0,2.0,15000.0,0.0,0.0,1.0,1.0,0.0,10.0,True,1.0,1.0,36314.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,86.0,0.0,0.0,0.0,24.0,1,0.0,0.0,0.0,0.0
7030.0,31.0,11418.0,177.0,1.0,4000.0,0.0,1.0,1.0,1.0,0.0,10.0,True,8.0,1.0,34811.0,50.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,587.0,0.0,0.0,0.0,32.0,0,687.03525707284,1.0,0.0,0.0
536.0,85.0,1897.0,0.0,0.0,10000.0,0.0,0.0,1.0,1.0,0.0,4.0,True,12.0,0.0,21100.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,164.0,0.0,0.0,0.0,66.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1627.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,True,42.0,0.0,36148.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,242.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
566.0,0.0,2390.0,892.0,3.0,12000.0,0.0,0.0,0.0,0.0,0.0,2.0,True,4.0,1.0,37871.0,41.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,338.0,0.0,0.0,0.0,89.0,1,833.4760882584377,1.0,0.0,0.0
497.0,104.0,1686.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,7.0,0.0,38219.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,326.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0
4090.0,1579.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,3.0,0.0,36028.0,63.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,248.0,0.0,0.0,0.0,3.0,1,0.0,0.0,1.0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,True,8.0,0.0,33990.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,273.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0
18300.0,1464.0,21087.0,91.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,False,3.0,1.0,34923.0,50.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,252.0,0.0,1.0,0.0,60.0,0,0.0,0.0,0.0,0.0
1419.0,281.0,2522.0,0.0,0.0,15000.0,0.0,0.0,1.0,1.0,0.0,7.0,False,17.0,0.0,26018.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,287.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,5.0,0.0,33056.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,273.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
324.0,835.5,1671.0,0.0,0.0,750.0,0.0,1.0,1.0,1.0,0.0,3.0,True,7.0,0.0,39218.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,11.0,0,0.0,0.0,0.0,0.0
270.0,16.0,1628.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,2.0,True,4.0,0.0,28047.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
245.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,5.0,0.0,27191.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,268.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0
855.0,261.0,1763.0,0.0,0.0,1500.0,0.0,0.0,1.0,0.0,0.0,6.0,True,4.0,0.0,36560.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0
4887.0,0.0,8581.0,348.0,1.0,4000.0,0.0,1.0,1.0,1.0,0.0,3.0,False,7.0,0.0,34206.0,55.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,246.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,1.0
286.0,2.0,1716.0,1687.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,3.0,0.0,29807.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,288.0,0.0,0.0,0.0,63.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,29021.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,273.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,9.0,0.0,32306.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,212.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0
2025.0,0.0,4366.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,12.0,True,6.0,0.0,40170.0,58.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,364.0,0.0,0.0,0.0,70.0,1,3091.380517667,1.0,0.0,0.0
564.0,867.5,1735.0,0.0,0.0,8000.0,0.0,0.0,1.0,1.0,0.0,7.0,True,9.0,0.0,32948.0,61.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,551.0,0.0,0.0,0.0,62.0,0,0.0,0.0,1.0,0.0
1833.0,8.0,2915.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,10.0,True,4.0,0.0,26429.0,60.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,563.0,0.0,0.0,0.0,64.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,0.0,0.0,23758.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,273.0,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0
2787.0,1076.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,9.0,0.0,42801.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,125.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
318.0,0.0,1734.0,25.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,6.0,True,1.0,0.0,31830.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,341.0,0.0,0.0,0.0,52.0,0,0.0,0.0,0.0,0.0
1866.0,56.0,7135.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,4.0,True,0.0,1.0,22823.0,52.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,411.0,0.0,0.0,0.0,50.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,0.0,0.0,32399.0,36.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,242.0,0.0,0.0,0.0,26.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,6.0,0.0,33268.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
270.0,0.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,3.0,0.0,28936.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,477.0,0.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0
976.0,2459.0,4918.0,0.0,3.0,12500.0,0.0,0.0,1.0,0.0,0.0,9.0,True,11.0,1.0,30790.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,253.0,0.0,0.0,0.0,154.0,0,0.0,0.0,0.0,0.0
433.0,0.0,6071.0,0.0,2.0,15000.0,0.0,0.0,1.0,0.0,0.0,5.0,True,5.0,1.0,28832.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,207.0,0.0,0.0,0.0,28.0,1,1017.1537849042984,1.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,5.0,0.0,38595.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,273.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0
248.0,9.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,3.0,0.0,43621.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,304.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,4.0,0.0,16926.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,296.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
3211.0,3115.0,3115.0,0.0,0.0,5000.0,0.0,1.0,0.0,1.0,0.0,6.0,True,12.0,0.0,27951.0,58.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,473.0,0.0,0.0,0.0,34.0,1,6275.166296603781,1.0,1.0,0.0
4014.0,3158.0,3158.0,42.0,1.0,15000.0,0.0,0.0,0.0,1.0,0.0,1.0,True,6.0,1.0,21641.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,469.0,0.0,0.0,0.0,68.0,1,1567.619335825551,1.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,3.0,0.0,20222.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,5.0,0.0,35859.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,237.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
2935.0,981.0,2019.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,7.0,True,7.0,1.0,32858.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,295.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
1650.0,552.0,1807.0,0.0,0.0,5000.0,1.0,0.0,1.0,1.0,0.0,4.0,True,7.0,1.0,31897.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,162.0,0.0,0.0,0.0,43.0,1,0.0,1.0,0.0,0.0
2113.0,2259.5,4519.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,True,9.0,0.0,31177.0,57.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0
556.0,110.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,1.0,0.0,25482.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,264.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
234.0,1011.0,2022.0,0.0,2.0,15000.0,0.0,0.0,0.0,0.0,0.0,6.0,True,5.0,1.0,33548.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,523.0,0.0,0.0,0.0,134.0,0,0.0,0.0,0.0,0.0
4528.0,796.0,6679.0,0.0,0.0,3500.0,0.0,1.0,1.0,0.0,0.0,6.0,True,2.0,1.0,33060.0,24.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,334.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0
453.0,0.0,1859.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,1.0,0.0,39695.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,396.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0
16552.0,127.0,41127.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,8.0,False,6.0,1.0,32640.0,72.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,324.0,0.0,0.0,0.0,47.0,1,0.0,0.0,1.0,0.0
230.0,1.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,False,8.0,0.0,31652.0,52.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,163.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,4500.0,0.0,0.0,1.0,0.0,0.0,10.0,True,7.0,0.0,31362.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
601.0,1007.0,2014.0,184.0,1.0,15000.0,0.0,0.0,1.0,0.0,0.0,9.0,True,3.0,1.0,23881.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,269.0,0.0,0.0,0.0,26.0,1,1847.742631024109,1.0,0.0,0.0
1259.0,0.0,2457.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,9.0,True,2.0,0.0,31520.0,41.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,399.0,0.0,0.0,0.0,4.0,1,4533.695346387306,1.0,0.0,0.0
2359.0,687.0,2006.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,9.0,True,8.0,0.0,25926.0,66.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,575.0,0.0,0.0,0.0,13.0,0,0.0,0.0,1.0,0.0
622.0,86.0,1766.0,0.0,0.0,2500.0,0.0,0.0,1.0,0.0,0.0,6.0,True,8.0,0.0,46844.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,230.0,0.0,0.0,0.0,2.0,0,159.44017722627984,1.0,0.0,0.0
9722.0,3609.0,6246.0,0.0,0.0,8000.0,0.0,0.0,1.0,1.0,0.0,5.0,True,9.0,0.0,26964.0,64.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,333.0,0.0,0.0,0.0,39.0,0,0.0,0.0,1.0,0.0
227.0,0.0,1675.0,1802.0,1.0,15000.0,0.0,0.0,0.0,0.0,0.0,1.0,True,7.0,1.0,37646.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,233.0,0.0,1.0,0.0,10.0,0,0.0,0.0,0.0,0.0
964.0,93.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,4.0,0.0,46036.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,205.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0
233.0,1.0,2088.0,0.0,0.0,3000.0,0.0,0.0,1.0,1.0,0.0,1.0,True,6.0,0.0,16799.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,15.0,1,0.0,0.0,0.0,0.0
836.0,810.5,1621.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,9.0,0.0,41596.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0,0.0,1.0,0.0,0.0
227.0,0.0,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,8.0,0.0,27488.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,1,0.0,1.0,0.0,0.0
227.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,5.0,0.0,32155.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,94.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
13853.0,2386.0,7623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,True,8.0,1.0,53732.0,55.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,375.0,0.0,0.0,0.0,4.0,1,1389.1733579691056,1.0,0.0,0.0
725.0,1087.0,2174.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,True,11.0,1.0,43039.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,410.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
2046.0,756.0,1674.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,True,0.0,0.0,32322.0,40.0,1.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,3.0,4.0,404.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,True,5.0,0.0,34577.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,273.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,2.0,0.0,41693.0,62.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,170.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0
3725.0,41.0,4455.0,41.0,1.0,3500.0,0.0,1.0,1.0,0.0,0.0,3.0,True,2.0,1.0,33332.0,55.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,563.0,0.0,0.0,0.0,38.0,0,0.0,0.0,0.0,0.0
2301.0,96.0,5045.0,366.0,1.0,15000.0,1.0,0.0,1.0,1.0,0.0,5.0,True,11.0,1.0,37433.0,46.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,293.0,0.0,1.0,0.0,65.0,0,4498.751158381897,1.0,0.0,0.0
7437.0,364.0,9443.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,6.0,False,8.0,0.0,30205.0,59.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,384.0,0.0,0.0,0.0,47.0,0,5971.577965646757,1.0,1.0,0.0
2280.0,1949.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,9.0,0.0,27725.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,242.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
19858.0,378.0,26884.0,0.0,0.0,13000.0,1.0,1.0,1.0,1.0,0.0,4.0,True,12.0,1.0,35812.0,61.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,187.0,0.0,2.0,0.0,153.0,0,0.0,0.0,1.0,1.0
252.0,10.0,2339.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,True,7.0,0.0,29441.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,73.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0
25432.0,5395.0,29577.0,0.0,0.0,2500.0,0.0,0.0,0.0,1.0,0.0,2.0,True,6.0,1.0,32519.0,72.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,386.0,0.0,0.0,0.0,16.0,1,0.0,0.0,0.0,0.0
472.0,102.0,1662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,6.0,0.0,29786.0,53.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,242.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
265.0,0.0,1641.0,0.0,0.0,2500.0,0.0,0.0,1.0,1.0,0.0,8.0,False,6.0,0.0,30320.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,202.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
227.0,0.0,1656.0,619.0,1.0,10000.0,0.0,0.0,0.0,0.0,0.0,1.0,True,4.0,1.0,33238.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,384.0,0.0,0.0,0.0,45.0,1,0.0,0.0,0.0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,5.0,0.0,37632.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,273.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0
